description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
Degradation of GLI1 by the proteasome	R-HSA-5610780	19	2208	59	10987	0.019091140107035238	0.19010850265463594	1.602439511176615	0	PSMD14, PSME1, RPS27A, PSMB3, PSMC5, PSMD10, UBC, PSMA5, UBB, PSMC6, PSMA4, PSMD3, PSMD4, PSMB4, PSMC1, PSMA6, PSMC3, PSMA7, PSMD6
Regulation of RAS by GAPs	R-HSA-5658442	21	2208	67	10987	0.01941571209831487	0.19244131386748364	1.5596406554185593	0	PSMD14, PSME1, RPS27A, RASA4, PSMB3, PSMC5, PSMD10, HRAS, UBC, PSMA5, UBB, PSMC6, PSMA4, PSMD3, PSMD4, PSMB4, PSMC1, PSMA6, PSMC3, PSMA7, PSMD6
Prevention of phagosomal-lysosomal fusion	R-HSA-9636383	5	2208	9	10987	0.019937065120761235	0.19488938427679905	2.764442431561997	0	RPS27A, UBC, RAB7A, UBB, CORO1A
Ethanol oxidation	R-HSA-71384	6	2208	12	10987	0.019797734747412962	0.19488938427679905	2.487998188405797	0	ACSS1, ADH5, ADH1B, ACSS2, ADH1A, ADH1C
Abacavir ADME	R-HSA-2161522	5	2208	9	10987	0.019937065120761235	0.19488938427679905	2.764442431561997	0	PCK1, SLC22A3, ADH1A, SLC22A2, NT5C2
Energy dependent regulation of mTOR by LKB1-AMPK	R-HSA-380972	11	2208	29	10987	0.020247406282679754	0.19701928213876965	1.8874469015492252	0	PRKAG3, CAB39L, STK11, CAB39, RRAGA, SLC38A9, LAMTOR5, PRKAA2, LAMTOR2, MLST8, PPM1A
DNA Replication Pre-Initiation	R-HSA-69002	42	2208	155	10987	0.020995934574488156	0.2033742571737921	1.348334502103787	0	PSMD14, PSME1, RPS27A, PSMB3, PSMC5, PSMD10, GMNN, H3C11, ANAPC5, H2BC15, CDC26, H2BC7, ORC4, POLE4, KPNA1, H2BC9, UBC, ANAPC15, POLE2, PSMA5, UBB, PSMC6, H2BC14, PSMA4, PSMD3, PSMD4, PSMB4, UBE2D1, CDC27, H4C5, PSMC1, H2AZ2, UBE2E1, PSMA6, PSMC3, PSMA7, H4C15, RPA1, H2AJ, ANAPC16, H4C2, PSMD6
Cross-presentation of soluble exogenous antigens (endosomes)	R-HSA-1236978	16	2208	48	10987	0.02170080203777146	0.20830814929049993	1.658665458937198	0	PSMD14, PSME1, PSMB3, PSMC5, PSMD10, PSMA5, PSMC6, PSMA4, PSMD3, PSMD4, PSMB4, PSMC1, PSMA6, PSMC3, PSMA7, PSMD6
DNA Damage Bypass	R-HSA-73893	16	2208	48	10987	0.02170080203777146	0.20830814929049993	1.658665458937198	0	RPS27A, POLE4, UBC, POLE2, POLK, UBB, RFC4, UBA7, WDR48, CUL4A, UBE2B, REV1, RPA1, DDB1, RAD18, USP1
Nuclear Envelope Breakdown	R-HSA-2980766	17	2208	52	10987	0.0222338620759035	0.2087240532323804	1.626768046265329	0	CTDNEP1, LPIN1, NUP37, RAE1, EMD, BANF1, NEK9, PRKCA, POM121, NUP43, NUP62, LEMD2, NEK7, NUP214, NUP133, VRK2, NUP155
Cargo concentration in the ER	R-HSA-5694530	12	2208	33	10987	0.022205636319022743	0.2087240532323804	1.8094532279314888	0	SERPINA1, CD59, LMAN2, SEC24C, SAR1B, TMED2, SEC24D, TMED10, SEC22B, CTSC, CNIH1, LMAN2L
Glucose metabolism	R-HSA-70326	25	2208	84	10987	0.022193084828399247	0.2087240532323804	1.4809513026224983	0	ENO4, PCK1, PGM2L1, PFKP, PPP2R5D, ALDOB, PGK1, NUP37, RAE1, PFKM, ENO3, PKLR, ALDOA, SLC37A1, BPGM, PFKFB4, POM121, NUP43, PPP2R1B, FBP2, NUP62, NUP214, NUP133, PGAM2, NUP155
G2/M Checkpoints	R-HSA-69481	44	2208	164	10987	0.021872067883324405	0.2087240532323804	1.3350234181689642	0	PSMD14, PSME1, RPS27A, NBN, PSMB3, PSMC5, PSMD10, UBE2V2, H2BC15, H2BC7, ORC4, BRCA1, H2BC9, RHNO1, RBBP8, UBC, YWHAB, YWHAQ, PSMA5, UBB, PSMC6, H2BC14, PSMA4, RAD9A, RFC4, TP53, PSMD3, PSMD4, PSMB4, H4C5, PSMC1, RAD1, RNF8, YWHAZ, PSMA6, PSMC3, WEE1, PSMA7, H4C15, RPA1, H3-4, H4C2, PSMD6, UIMC1
PINK1-PRKN Mediated Mitophagy	R-HSA-5205685	12	2208	33	10987	0.022205636319022743	0.2087240532323804	1.8094532279314888	0	PINK1, RPS27A, TOMM40, UBC, SQSTM1, UBB, ATG5, MFN2, TOMM70, UBE2D3, ATG9A, OPTN
The role of GTSE1 in G2/M progression after G2 checkpoint	R-HSA-8852276	23	2208	76	10987	0.022676177095878696	0.21194269031279606	1.5058936403508771	0	PSMD14, PSME1, RPS27A, PSMB3, PSMC5, HSP90AB1, PSMD10, UBC, HSP90AA1, PSMA5, UBB, PSMC6, PSMA4, MAPRE1, TP53, PSMD3, PSMD4, PSMB4, PSMC1, PSMA6, PSMC3, PSMA7, PSMD6
Formation of paraxial mesoderm	R-HSA-9793380	21	2208	68	10987	0.022919186228809632	0.2132785408453857	1.53670476342711	0	PSMD14, PSME1, PSMB3, PSMC5, PSMD10, MAML3, PSMA5, PSMC6, PSMA4, PSMD3, PSMD4, PSMB4, PSMC1, SNW1, KAT2B, PSMA6, PSMC3, HES7, PSMA7, RIPPLY2, PSMD6
UCH proteinases	R-HSA-5689603	29	2208	101	10987	0.023719425767941484	0.21419595625677373	1.4287514349261012	0	PSMD14, PSME1, RPS27A, PSMB3, PSMC5, PSMD10, UBC, PSMA5, UBB, PSMC6, PSMA4, INO80B, ACTL6A, PSMD3, INO80D, PSMD4, PSMB4, UCHL3, TGFB1, BAP1, PSMC1, HCFC1, ACTB, MBD5, PSMA6, PSMC3, PSMA7, MBD6, PSMD6
Mitochondrial Fatty Acid Beta-Oxidation	R-HSA-77289	13	2208	37	10987	0.023735943170958746	0.21419595625677373	1.748323051312182	0	ACOT13, HADHB, HADHA, ACADS, THEM4, ACADVL, ECHS1, HADH, ACOT2, MCAT, ACADL, ACOT1, ACAA2
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	R-HSA-1236382	8	2208	19	10987	0.023821887204530913	0.21419595625677373	2.095156369183829	0	RPS27A, CDC37, HRAS, UBC, EGF, HSP90AA1, UBB, CBL
NOD1/2 Signaling Pathway	R-HSA-168638	13	2208	37	10987	0.023735943170958746	0.21419595625677373	1.748323051312182	0	RPS27A, CASP8, UBC, NOD1, UBB, TNFAIP3, MAPK14, CHUK, MAPK12, CASP2, TAB3, RIPK2, AAMP
Aberrant regulation of mitotic exit in cancer due to RB1 defects	R-HSA-9687136	8	2208	19	10987	0.023821887204530913	0.21419595625677373	2.095156369183829	0	ANAPC5, CDC26, ANAPC15, UBE2D1, CDC27, RB1, UBE2E1, ANAPC16
Signaling by Ligand-Responsive EGFR Variants in Cancer	R-HSA-5637815	8	2208	19	10987	0.023821887204530913	0.21419595625677373	2.095156369183829	0	RPS27A, CDC37, HRAS, UBC, EGF, HSP90AA1, UBB, CBL
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	R-HSA-176407	8	2208	19	10987	0.023821887204530913	0.21419595625677373	2.095156369183829	0	CDC20, ANAPC5, CDC26, ANAPC15, UBE2D1, CDC27, UBE2E1, ANAPC16
Diseases of mitotic cell cycle	R-HSA-9675126	13	2208	37	10987	0.023735943170958746	0.21419595625677373	1.748323051312182	0	CCND1, ANAPC5, CDC26, ANAPC15, CCND3, UBE2D1, CDC27, RB1, UBE2E1, CDKN1C, TFDP1, ANAPC16, CDKN1B
Interleukin-1 signaling	R-HSA-9020702	32	2208	114	10987	0.025019332369349875	0.2240176356264058	1.3967709127892194	0	PSMD14, PSME1, PELI3, RPS27A, CASP8, PSMB3, PSMC5, PSMD10, UBC, SQSTM1, IL1R1, NOD1, PSMA5, UBB, PSMC6, PSMA4, TP53, PSMD3, PSMD4, PSMB4, CHUK, PSMC1, NKIRAS1, TAB3, RIPK2, MYD88, PSMA6, PSMC3, PSMA7, AGER, PSMD6, TNIP2
Abacavir metabolism	R-HSA-2161541	3	2208	4	10987	0.027547416643756643	0.23020997987390357	3.731997282608696	0	PCK1, ADH1A, NT5C2
Assembly Of The HIV Virion	R-HSA-175474	7	2208	16	10987	0.027231849844832016	0.23020997987390357	2.1769984148550727	0	RPS27A, VPS37D, UBC, UBAP1, UBB, TSG101, VPS37B
Maturation of protein E	R-HSA-9694493	3	2208	4	10987	0.027547416643756643	0.23020997987390357	3.731997282608696	0	RPS27A, UBC, UBB
COPII-mediated vesicle transport	R-HSA-204005	21	2208	69	10987	0.026888335676463305	0.23020997987390357	1.5144336798991809	0	SERPINA1, CD59, TRAPPC2, LMAN2, NAPB, SEC24C, SAR1B, TMED2, TRAPPC1, SEC24D, SEC23IP, TRAPPC10, TMED10, TRAPPC4, SEC22B, SEC22C, CTSC, GORASP1, CNIH1, LMAN2L, TBC1D20
SARS-CoV-2 Infection	R-HSA-9694516	74	2208	299	10987	0.02696643128556479	0.23020997987390357	1.2315174979399934	0	TRIM4, PTPN6, RPS27A, VPS39, MAVS, RPS3, HSP90AB1, FAU, EDEM2, SDC4, GPC4, NLRP3, CNBP, SEC24C, RPS9, UBC, YWHAB, GEMIN4, ST6GAL1, YWHAQ, NUP37, RPS4Y1, HSP90AA1, ST6GALNAC2, SAR1B, NOD1, STAT1, RAE1, RPS16, ANO7, UBB, ATG14, SMN2, SDC3, SEC24D, CHUK, SIKE1, CSNK1A1, ACE2, SUMO1, RPS3A, SNRPD2, G3BP1, TMPRSS2, TLR7, IKBKE, RB1, POM121, RPS28, NUP43, ANO2, YWHAZ, GEMIN6, TAB3, RIPK2, ZDHHC3, NUP62, TOMM70, PDPK1, NUP214, ZDHHC11, IFIH1, NUP133, RPS4Y2, RPS8, TUFM, GPC2, GEMIN2, MGAT1, MBL2, NUP155, VPS41, MGAT4A, ST6GALNAC4
Classical Kir channels	R-HSA-1296053	3	2208	4	10987	0.027547416643756643	0.23020997987390357	3.731997282608696	0	KCNJ4, KCNJ14, KCNJ12
FOXO-mediated transcription	R-HSA-9614085	20	2208	65	10987	0.027033378822235464	0.23020997987390357	1.5310758082497213	0	PCK1, PINK1, SIRT1, NFYB, STK11, YWHAB, YWHAQ, FBXO32, RETN, ATXN3, TRIM63, BCL2L11, YWHAZ, BCL6, TXNIP, KAT2B, SOD2, FOXO4, FOXO3, CDKN1B
Glycogen breakdown (glycogenolysis)	R-HSA-70221	7	2208	16	10987	0.027231849844832016	0.23020997987390357	2.1769984148550727	0	PYGL, GAA, PGM1, GYG1, PHKA1, PYGM, PHKG1
Maturation of protein E	R-HSA-9683683	3	2208	4	10987	0.027547416643756643	0.23020997987390357	3.731997282608696	0	RPS27A, UBC, UBB
Hypusine synthesis from eIF5A-lysine	R-HSA-204626	3	2208	4	10987	0.027547416643756643	0.23020997987390357	3.731997282608696	0	DHPS, DOHH, EIF5A
The NLRP3 inflammasome	R-HSA-844456	7	2208	16	10987	0.027231849844832016	0.23020997987390357	2.1769984148550727	0	SUGT1, P2RX7, HSP90AB1, NLRP3, PANX1, TXNIP, MEFV
Synthesis of active ubiquitin: roles of E1 and E2 enzymes	R-HSA-8866652	11	2208	30	10987	0.026310059757475104	0.23020997987390357	1.8245320048309177	0	UBE2H, RPS27A, UBC, UBB, UBE2E3, UCHL3, UBE2D1, UBE2B, UBE2E1, UBE2W, UBE2Q2
Utilization of Ketone Bodies	R-HSA-77108	3	2208	4	10987	0.027547416643756643	0.23020997987390357	3.731997282608696	0	BDH1, ACAT1, OXCT1
p75NTR signals via NF-kB	R-HSA-193639	7	2208	16	10987	0.027231849844832016	0.23020997987390357	2.1769984148550727	0	RPS27A, UBC, SQSTM1, UBB, RIPK2, MYD88, NGF
FOXO-mediated transcription of cell death genes	R-HSA-9614657	7	2208	16	10987	0.027231849844832016	0.23020997987390357	2.1769984148550727	0	PINK1, NFYB, STK11, BCL2L11, BCL6, FOXO4, FOXO3
Glycolysis	R-HSA-70171	22	2208	73	10987	0.02666017839422099	0.23020997987390357	1.4996153464363706	0	ENO4, PGM2L1, PFKP, PPP2R5D, ALDOB, PGK1, NUP37, RAE1, PFKM, ENO3, PKLR, ALDOA, BPGM, PFKFB4, POM121, NUP43, PPP2R1B, NUP62, NUP214, NUP133, PGAM2, NUP155
OGDH complex synthesizes succinyl-CoA from 2-OG	R-HSA-9853506	3	2208	4	10987	0.027547416643756643	0.23020997987390357	3.731997282608696	0	DLD, DLST, OGDH
Response of Mtb to phagocytosis	R-HSA-9637690	9	2208	23	10987	0.02801208501931196	0.23317872334435075	1.9471290170132325	0	RPS27A, ATP6V1H, KPNA1, UBC, PGK1, RAB7A, UBB, CORO1A, SFPQ
Signaling by TGFB family members	R-HSA-9006936	42	2208	158	10987	0.02852815607145263	0.2365505859465586	1.3227332140891581	0	ACVR2A, FBN1, CCNK, RPS27A, XPO1, TRIM33, LTBP1, PPP1CB, UBC, ITGB1, PSENEN, PARD3, TCF12, STAT1, MMP14, UBB, NCSTN, CDKN2B, UBE2M, AGO1, ACVR2B, UBE2D1, TGFB1, MYF6, TGFBR3, INHBB, SKI, SNW1, SMURF2, BMPR1B, STRAP, UBE2D3, ACVR1B, TFDP1, MYOG, MYF5, CDK8, ATP1B4, GIPC1, FKBP1A, CBL, PPM1A
Transcriptional Regulation by VENTX	R-HSA-8853884	13	2208	38	10987	0.02962513640424846	0.24441127229091095	1.7023145499618613	0	CCND1, ANAPC5, CDC26, CSF1R, ANAPC15, CEBPB, TP53, AGO1, UBE2D1, CDC27, UBE2E1, ANAPC16, EHMT1
M Phase	R-HSA-68886	99	2208	414	10987	0.0297055464680178	0.24441127229091095	1.189912177063642	0	DCTN2, DYNC1LI2, PSMD14, HAUS2, PSME1, CDC20, RCC1, RPS27A, PAFAH1B1, PPP2R2D, PSMB3, PSMC5, PSMD10, XPO1, H3C11, ANAPC5, H2BC15, PPP2R5D, CDC26, CEP70, H2BC7, CTDNEP1, NME7, LPIN1, H2BC9, UBC, ANAPC15, NUP37, MASTL, HSP90AA1, CEP41, DYNC1I2, RAE1, EMD, PSMA5, UBB, RAD21, PSMC6, H2BC14, PSMA4, BANF1, MAPRE1, PSMD3, CENPC, SIRT2, NEK9, PSMD4, CDK5RAP2, PSMB4, PCNT, UBE2D1, PRKCA, SUMO1, CEP135, CDC27, H4C5, PPP2R5A, SKA2, PSMC1, IST1, H2AZ2, RB1, POM121, UBE2E1, NUP43, RAB2A, PPP2R1B, RAN, ARPP19, KIF18A, HAUS4, NUP62, PLK4, ITGB3BP, CCP110, PSMA6, PSMC3, CENPN, VPS4A, PSMA7, H4C15, LEMD2, EML4, NEK7, NUP214, ZWILCH, NUP133, GORASP1, ZW10, H3-4, H2AJ, ANAPC16, DSN1, VRK2, NUP155, H4C2, PSMD6, PPP2R2A, STAG1
Respiratory Syncytial Virus Infection Pathway	R-HSA-9820952	33	2208	120	10987	0.0307322301695953	0.2509210057142053	1.3683990036231886	0	MED4, MED12, RPS27A, MAVS, HSP90AB1, MED9, XPO1, CUL5, H2BC15, MED15, MED24, SDC4, GPC4, IGF1R, PPP1CB, LY96, UBC, MED14, HSP90AA1, MED1, UBB, SDC3, CX3CR1, MED23, TLR7, OAS2, MED29, IFIH1, SPCS1, CDK8, MED17, GPC2, TLR3
Mitochondrial iron-sulfur cluster biogenesis	R-HSA-1362409	6	2208	13	10987	0.03062450033134685	0.2509210057142053	2.296613712374582	0	GLRX5, NFS1, ISCA1, HSCB, ISCA2, LYRM4
RNA Pol II CTD phosphorylation and interaction with CE	R-HSA-77075	10	2208	27	10987	0.03120329711778914	0.2528297572547858	1.8429616210413313	0	CDK7, POLR2G, POLR2J, GTF2H1, POLR2B, POLR2K, SUPT5H, ERCC3, POLR2C, CCNH
RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	R-HSA-167160	10	2208	27	10987	0.03120329711778914	0.2528297572547858	1.8429616210413313	0	CDK7, POLR2G, POLR2J, GTF2H1, POLR2B, POLR2K, SUPT5H, ERCC3, POLR2C, CCNH
Regulation of ornithine decarboxylase (ODC)	R-HSA-350562	16	2208	50	10987	0.03176956580530427	0.2564429724663007	1.5923188405797102	0	PSMD14, PSME1, PSMB3, PSMC5, PSMD10, PSMA5, PSMC6, PSMA4, PSMD3, PSMD4, PSMB4, PSMC1, PSMA6, PSMC3, PSMA7, PSMD6
Metabolism of polyamines	R-HSA-351202	18	2208	58	10987	0.03201817588546344	0.2574744634412173	1.5442747376311843	0	PSMD14, PSME1, PSMB3, PSMC5, AMD1, PSMD10, PSMA5, PSMC6, PSMA4, PSMD3, PSMD4, PSMB4, PSMC1, PSMA6, PSMC3, PSMA7, SAT1, PSMD6
Signaling by PDGFR in disease	R-HSA-9671555	8	2208	20	10987	0.032875303981828696	0.2595177361580351	1.9903985507246378	0	HRAS, STAT1, FIP1L1, STAT3, BIN2, WDR48, KANK1, ETV6
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	R-HSA-141405	8	2208	20	10987	0.032875303981828696	0.2595177361580351	1.9903985507246378	0	CDC20, ANAPC5, CDC26, ANAPC15, UBE2D1, CDC27, UBE2E1, ANAPC16
Mitochondrial RNA degradation	R-HSA-9836573	5	2208	10	10987	0.033368305822290764	0.2595177361580351	2.4879981884057973	0	PNPT1, LRPPRC, FASTKD2, REXO2, GRSF1
Regulation of FOXO transcriptional activity by acetylation	R-HSA-9617629	5	2208	10	10987	0.033368305822290764	0.2595177361580351	2.4879981884057973	0	SIRT1, TXNIP, KAT2B, FOXO4, FOXO3
Ketone body metabolism	R-HSA-74182	5	2208	10	10987	0.033368305822290764	0.2595177361580351	2.4879981884057973	0	BDH1, ACAT1, OXCT1, HMGCS2, HMGCL
Organic cation transport	R-HSA-549127	5	2208	10	10987	0.033368305822290764	0.2595177361580351	2.4879981884057973	0	SLC22A15, SLC22A3, RSC1A1, SLC22A5, SLC22A2
TICAM1, RIP1-mediated IKK complex recruitment	R-HSA-168927	8	2208	20	10987	0.032875303981828696	0.2595177361580351	1.9903985507246378	0	RPS27A, UBC, UBB, CHUK, UBE2D1, UBE2D3, RIPK3, TLR3
Processing and activation of SUMO	R-HSA-3215018	5	2208	10	10987	0.033368305822290764	0.2595177361580351	2.4879981884057973	0	SUMO3, SENP5, SUMO1, SENP1, SAE1
Inactivation of APC/C via direct inhibition of the APC/C complex	R-HSA-141430	8	2208	20	10987	0.032875303981828696	0.2595177361580351	1.9903985507246378	0	CDC20, ANAPC5, CDC26, ANAPC15, UBE2D1, CDC27, UBE2E1, ANAPC16
Cristae formation	R-HSA-8949613	11	2208	31	10987	0.03358059609578039	0.26021909192766546	1.7656761337073397	0	ATP5F1E, MICOS10, ATP5MK, ATP5F1D, ATP5MC1, ATP5F1A, ATP5F1B, ATP5PD, ATP5MG, ATP5PO, CHCHD6
FLT3 signaling by CBL mutants	R-HSA-9706377	4	2208	7	10987	0.03385291098460776	0.2604352104989139	2.843426501035197	0	RPS27A, UBC, UBB, CBL
Attachment of GPI anchor to uPAR	R-HSA-162791	4	2208	7	10987	0.03385291098460776	0.2604352104989139	2.843426501035197	0	PIGU, PIGT, PIGS, GPAA1
Antigen processing-Cross presentation	R-HSA-1236975	29	2208	104	10987	0.03447408266744516	0.2642599646198764	1.38753745122631	0	PSMD14, PSME1, RPS27A, PSMB3, PSMC5, PSMD10, LY96, STX4, UBC, CYBB, PSMA5, UBB, PSMC6, PSMA4, CD36, PSMD3, PSMD4, PSMB4, CHUK, TAPBP, PSMC1, MYD88, PSMA6, SEC22B, PSMC3, PSMA7, FGA, FGB, PSMD6
Late endosomal microautophagy	R-HSA-9615710	12	2208	35	10987	0.03530471112323967	0.2686940692986562	1.706055900621118	0	RPS27A, VPS37D, UBC, UBAP1, VIM, UBB, PCNT, TSG101, VPS37B, PLIN2, ARL13B, CETN1
RHOBTB GTPase Cycle	R-HSA-9706574	12	2208	35	10987	0.03530471112323967	0.2686940692986562	1.706055900621118	0	COPS2, HSP90AB1, CDC37, CCT7, HSP90AA1, VIM, HNRNPC, TRA2B, SRRM1, CCT6A, CCT2, RHOBTB2
CLEC7A (Dectin-1) signaling	R-HSA-5607764	28	2208	100	10987	0.03543437005098041	0.26872114796668767	1.3932789855072465	0	PSMD14, PSME1, RPS27A, CASP8, PSMB3, PSMC5, PSMD10, UBC, PSMA5, UBB, PSMC6, PSMA4, PSMD3, UBE2M, PSMD4, PSMB4, CHUK, UBE2D1, PSMC1, BCL10, NFATC3, TAB3, PDPK1, PSMA6, PSMC3, PSMA7, PSMD6, NFATC2
Estrogen-dependent nuclear events downstream of ESR-membrane signaling	R-HSA-9634638	9	2208	24	10987	0.0370417786046448	0.27926175350809457	1.8659986413043477	0	CCND1, XPO1, FOS, EGF, PTK2, SRF, UHMK1, FOXO3, CDKN1B
SARS-CoV-2 activates/modulates innate and adaptive immune responses	R-HSA-9705671	34	2208	126	10987	0.03708638021717071	0.27926175350809457	1.3427291810443984	0	TRIM4, PTPN6, RPS27A, MAVS, HSP90AB1, NLRP3, CNBP, SEC24C, UBC, NUP37, HSP90AA1, SAR1B, NOD1, STAT1, RAE1, UBB, ATG14, SEC24D, CHUK, SIKE1, G3BP1, TLR7, IKBKE, POM121, NUP43, TAB3, RIPK2, NUP62, TOMM70, NUP214, IFIH1, NUP133, MBL2, NUP155
Negative regulation of MAPK pathway	R-HSA-5675221	14	2208	43	10987	0.037291969185575105	0.2798210786424667	1.6200918436130773	0	RPS27A, DUSP7, PPP2R5D, DUSP10, HRAS, UBC, YWHAB, UBB, DUSP9, PPP2R5A, MAP2K2, MAPK12, PPP2R1B, MARK3
TGF-beta receptor signaling activates SMADs	R-HSA-2173789	15	2208	47	10987	0.03774332398602983	0.2822141172429108	1.5880839500462536	0	FBN1, RPS27A, XPO1, LTBP1, PPP1CB, UBC, ITGB1, UBB, UBE2M, TGFB1, TGFBR3, SMURF2, STRAP, FKBP1A, CBL
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	R-HSA-2173793	16	2208	51	10987	0.0379271906752359	0.28259735429695004	1.5610969025291277	0	CCNK, RPS27A, TRIM33, UBC, STAT1, UBB, CDKN2B, UBE2D1, SKI, SNW1, SMURF2, UBE2D3, TFDP1, CDK8, ATP1B4, PPM1A
MAPK6/MAPK4 signaling	R-HSA-5687128	25	2208	88	10987	0.03831883132799003	0.28452066048761937	1.4136353343214756	0	PSMD14, PSME1, RPS27A, PSMB3, PSMC5, PSMD10, XPO1, UBC, CCND3, PSMA5, UBB, PSMC6, PSMA4, PSMD3, PSMD4, PSMB4, AGO1, PSMC1, PSMA6, PSMC3, PSMA7, CDC42, FOXO3, PSMD6, CDC42EP5
Translesion synthesis by POLK	R-HSA-5655862	7	2208	17	10987	0.03845306551656614	0.2845259813048696	2.04893968456948	0	RPS27A, UBC, POLK, UBB, RFC4, REV1, RPA1
Apoptosis	R-HSA-109581	46	2208	179	10987	0.039469021030548765	0.28870205063089244	1.2787476722532587	0	PSMD14, PSME1, RPS27A, APAF1, BMX, CASP8, PSMB3, PSMC5, PSMD10, BAK1, LY96, KPNA1, UBC, ARHGAP10, YWHAB, YWHAQ, CASP6, VIM, STAT3, PSMA5, UBB, PSMC6, PSMA4, TP53, PSMD3, PTK2, PSMD4, PSMB4, ADD1, CASP7, MAPT, PSMC1, FNTA, BCL2L11, YWHAZ, DIABLO, PPP3CC, OMA1, PSMA6, APPL1, GAS2, PSMC3, PSMA7, TFDP1, GSN, PSMD6
TNFR2 non-canonical NF-kB pathway	R-HSA-5668541	28	2208	101	10987	0.03992777333762548	0.28870205063089244	1.3794841440665806	0	PSMD14, PSME1, RPS27A, PSMB3, PSMC5, PSMD10, UBC, TNFSF8, PSMA5, UBB, PSMC6, PSMA4, TNFRSF13B, PSMD3, UBE2M, PSMD4, PSMB4, CHUK, TNFRSF25, TNFSF13B, PSMC1, LTA, PSMA6, PSMC3, PSMA7, TNFSF15, CD27, PSMD6
vRNP Assembly	R-HSA-192905	2	2208	2	10987	0.04037222481839791	0.28870205063089244	4.975996376811595	0	HSP90AA1, IPO5
Alanine metabolism	R-HSA-8964540	2	2208	2	10987	0.04037222481839791	0.28870205063089244	4.975996376811595	0	GPT2, GPT
Influenza Virus Induced Apoptosis	R-HSA-168277	2	2208	2	10987	0.04037222481839791	0.28870205063089244	4.975996376811595	0	TGFB1, SLC25A6
UNC93B1 deficiency - HSE	R-HSA-5602415	2	2208	2	10987	0.04037222481839791	0.28870205063089244	4.975996376811595	0	UNC93B1, TLR3
Glycogen storage disease type II (GAA)	R-HSA-5357609	2	2208	2	10987	0.04037222481839791	0.28870205063089244	4.975996376811595	0	GAA, GYG1
Assembly and release of respiratory syncytial virus (RSV) virions	R-HSA-9820962	2	2208	2	10987	0.04037222481839791	0.28870205063089244	4.975996376811595	0	HSP90AB1, HSP90AA1
Regulation of TP53 Expression	R-HSA-6804754	2	2208	2	10987	0.04037222481839791	0.28870205063089244	4.975996376811595	0	TP53, PRDM1
Respiratory syncytial virus genome replication	R-HSA-9834752	2	2208	2	10987	0.04037222481839791	0.28870205063089244	4.975996376811595	0	HSP90AB1, HSP90AA1
Antiviral mechanism by IFN-stimulated genes	R-HSA-1169410	39	2208	149	10987	0.04224730033073919	0.30110032443078666	1.3024420046688066	0	RPS27A, MX2, MAVS, EIF4A2, KPNA1, EIF2S1, UBC, NUP37, STAT1, RAE1, STAT3, UBB, TP53, HSPA1A, CHUK, UBA7, NPM1, SUMO1, MAPT, OAS1, PPP2R5A, POM121, OAS3, UBE2E1, NUP43, PPP2R1B, PPM1B, NUP62, OAS2, DUS2, EIF4G1, NCK1, NUP214, EIF4E2, PRKRA, NUP133, OASL, NUP155, KPNA4
MHC class II antigen presentation	R-HSA-2132295	33	2208	123	10987	0.042573697755207966	0.30241516638782723	1.3350234181689644	0	DCTN2, DYNC1LI2, HLA-DOA, HLA-DRB1, CD74, HLA-DMB, KIF3C, SEC24C, AP1S2, SAR1B, CAPZA2, RAB7A, DYNC1I2, CAPZB, CTSF, HLA-DRA, SEC24D, HLA-DPB1, KLC1, ACTR10, CTSE, AP2S1, AP1S3, KIF18A, HLA-DRB3, KIF22, ACTR1B, HLA-DPA1, HLA-DQA2, CTSC, IFI30, KIF5B, HLA-DQB2
Interactions of Vpr with host cellular proteins	R-HSA-176033	12	2208	36	10987	0.04357750581080849	0.30447103240273077	1.658665458937198	0	HMGA1, KPNA1, NUP37, RAE1, BANF1, POM121, NUP43, NUP62, SLC25A6, NUP214, NUP133, NUP155
Separation of Sister Chromatids	R-HSA-2467813	48	2208	189	10987	0.04350854531308143	0.30447103240273077	1.2637451115711984	0	DYNC1LI2, PSMD14, PSME1, CDC20, RPS27A, PAFAH1B1, PSMB3, PSMC5, PSMD10, XPO1, ANAPC5, PPP2R5D, CDC26, UBC, ANAPC15, NUP37, DYNC1I2, PSMA5, UBB, RAD21, PSMC6, PSMA4, MAPRE1, PSMD3, CENPC, PSMD4, PSMB4, UBE2D1, CDC27, PPP2R5A, SKA2, PSMC1, UBE2E1, NUP43, PPP2R1B, KIF18A, ITGB3BP, PSMA6, PSMC3, CENPN, PSMA7, ZWILCH, NUP133, ZW10, ANAPC16, DSN1, PSMD6, STAG1
Nucleotide catabolism	R-HSA-8956319	12	2208	36	10987	0.04357750581080849	0.30447103240273077	1.658665458937198	0	ENTPD7, NT5E, ENTPD8, NUDT5, NUDT15, DNPH1, NT5C2, ENTPD1, NUDT18, NT5M, NT5C, NT5C1A
